PLANTID,TÊN KHOA HỌC,TÊN GỌI,QUY CÁCH SẢN PHẨM,ĐỘ KHÓ,YÊU CẦU ÁNH SÁNG,NHU CẦU NƯỚC,KÍCH THƯỚC CÂY,LOẠI HẠT,CHẤT LIỆU CHẬU,MÀU SẮC,ĐỘ PH CỦA ĐẤT,LỌC KHÔNG KHÍ,TƯỚI NƯỚC
CCNPLT0317,Pachira aquatica,Cây kim ngân,"• Kích thước chậu: 12×11 cm (DxC)
• Chiều cao tổng: 30cm",Dễ chăm sóc,Ánh sáng tán xạ / Râm mát,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0318,Pachira aquatica,Cây kim ngân,,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Tưới nước 2 – 3 lần/tuần,"• Kích thước chậu: 15x14cm (DxC)
• Chiều cao tổng: 35 – 40 cm",,,,,,
CCNPLT0319,Pachira aquatica,Cây kim ngân,,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,Cao 40 – 60 cm,,,,,,
CCNPLT0320,Pachira aquatica,Cây kim ngân,Chiều cao 50cm,Dễ chăm sóc,Ánh sáng tán xạ; Nắng trực tiếp,Vừa phải (2 lần/tuần),,,,,,,
CCNPLT0321,Lonicera periclymenum,Cây kim ngân,Cao 30 – 40 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0322,Calathea concinna,Đuôi công xương cá,Chiều cao: 45cm – Tán: 25cm,Dễ chăm sóc,Ánh sáng tán xạ; Chịu được khuất sáng,Tưới vừa phải (2 lần/tuần),,,,,,,
CCNPLT0323,Calathea concinna,Đuôi công xương cá,Chiều cao: 45cm – Tán: 25cm,Dễ chăm sóc,Ánh sáng tán xạ; Chịu được khuất sáng,Tưới vừa phải (2 lần/tuần),,,,,,,
CCNPLT0324,Syngonium podophyllum,Cây tróc bạc hồng,,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,Chiều cao 30 – 40 cm,,,,,,
CCNPLT0325,Syngonium podophyllum,Cây tróc bạc xanh,,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,Chiều cao 30 – 40 cm,,,,,,
CCNPLT0326,Epipremnum aureum,Cây trầu bà tỷ phú,,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,Cao 30 – 40 cm,,,,,,
CCNPLT0327,Calathea roseopicta Dottie,Cây đuôi công tím,,Trung bình,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,Cao 20 – 30 cm,,,,,,
CCNPLT0328,Calathea merak,Cây đuôi công sọc xanh,,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,Cao 40 – 60 cm,,,,,,
CCNPLT0329,Calathea makoyana,Cây đuôi công đốm,,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,Cao 40 – 60 cm,,,,,,
CCNPLT0330,Dracaena marginata Tricolor,Cây huyết dụ kiếm,Chiều cao 80 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0331,Alocasia Amazonica Polly,Môn quan âm,Cao 20 – 30 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0332,Peperomia obtusifolia var,Cây trường sinh cẩm thạch,,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Tưới nước 2 – 3 lần/tuần,"• Kích thước chậu: 12x11cm (DxC)
• Chiều cao 20 – 30 cm",,,,,,
CCNPLT0333,Philodendron Paraiso,Philodendron Paraiso,Cỡ lá 10 – 15 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0334,Philodendron Gigas,Philodendron Gigas,Cỡ lá 10 – 15 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0335,Licuala grandis,Cọ Nhật,Chiều cao cây: 90cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước: 2 – 3 lần/tuần,,,,,,,
CCNPLT0336,Syngonium Pink,Tróc bạc hồng,Cao 25 – 35 cm,Dễ chăm sóc,Nắng tán xạ.,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0337,Aglaonema “Diamond Bay”,Cây hoàng hậu,Chiều cao 90 – 100 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0338,Aglaonema “Diamond Bay”,Cây hoàng hậu,Cao 30 – 40 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0339,Monstera Pinnatipartita,Trầu bà hạnh phúc,Cao 40 – 60 cm,Dễ chăm sóc,Nắng tán xạ.,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0340,Asplenium pavati,Dương xỉ Hà Lan,"• Kích thước chậu: 15x14cm (DxC)
• Chiều cao: 25cm – Tán: 15cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0341,Calathea Orbifolia,Đuôi công táo xanh,Cao 35 – 45 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0342,Calathea Concinna,Đuôi công xương cá,Chiều cao: 45cm – Tán: 25cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 3 – 5 lần/tuần",,,,,,,
CCNPLT0343,Blechnum gibbum Silver Lady,Dương xỉ phượng hoàng,Chiều cao 90 – 100cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0344,Philodendron Mayoi,Philodendron Mayoi,Chiều cao 90 – 100cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0345,Aglaonema “Diamond Bay”,Cây hoàng hậu,Cao 30 – 40 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0346,Chamaedorea elegans,Cau tiểu trâm,"• Kích thước chậu: 12x11cm (DxC)
• Chiều cao tổng: 30 – 35 cm",Dễ chăm sóc,Ánh sáng tán xạ,Tưới nước 2 – 3 lần/tuần),,,,,,,
CCNPLT0347,Calathea Orbifolia,Đuôi công táo xanh,Chiều cao 35 – 45 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0348,Podocarpus brevifolius,Tùng la hán,Chiều cao: 15 cm,Dễ chăm sóc,Ánh sáng tán xạ,Tưới nước 1 – 2 lần/tuần,,,,,,,
CCNPLT0349,Sansevieria trifasciata,Lưỡi hổ vàng,Chiều cao cây + chậu: 40 – 50 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được thiếu nắng","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0350,Cedrus,Cây tuyết tùng,Cao 15 – 20cm gồm chậu,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0351,Chamaedorea elegans,Cau tiểu trâm,Chiều cao: 10 cm,Dễ chăm sóc,Ánh sáng tán xạ,Ít tưới (1 – 2 lần/tuần),,,,,,,
CCNPLT0352,Calathea Makoyana,Đuôi công lá đốm,Cao 25 – 35 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0353,Aglaonema Anjamani red,Cây vạn lộc son,Chiều cao 20 – 30 cm,"Trung bình, dễ thối lá",Nắng tán xạ / Nơi râm mát,Tưới nước 2 – 3 lần/lần,,,,,,,
CCNPLT0354,Calathea Makoyana,Đuôi công lá đốm,Cao 25 – 35 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0355,,Cây quà tặng,"Kích thước chậu: 20cm
Kích thước cây: 25cm",Dễ chăm sóc,Ánh sáng tán xạ,,,,,,,,2 ~ 3 lần/tuần
CCNPLT0356,,Cây quà tặng,"Kích thước chậu: 20cm
Kích thước cây: 25cm",Dễ chăm sóc,Ánh sáng tán xạ,,,,,,,,2 ~ 3 lần/tuần
CCNPLT0357,,Cây quà tặng,"Kích thước chậu: 20cm
Kích thước cây: 25cm",Dễ chăm sóc,Ánh sáng tán xạ,,,,,,,,2 ~ 3 lần/tuần
CCNPLT0358,,Cây quà tặng,"Kích thước chậu: 20cm
Kích thước cây: 25cm",Dễ chăm sóc,Ánh sáng tán xạ,,,,,,,,2 ~ 3 lần/tuần
CCNPLT0359,Caladium Hilo Beauty,Môn lính,Cao 20 – 30 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0360,Calathea Makoyana,Đuôi công lá đốm / Đuôi công khổng tước,"• Kích thước chậu: 14x14cm (DxC)
• Chiều cao 25 – 35 cm",Dễ chăm sóc / Chịu hạn tốt,Nắng tán xạ / Chịu râm mát,Tước nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0361,Philodendron Golden Dragon,Trầu rồng,Chiều cao 40 – 50cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0362,Zamioculcas Zamiifolia,Cây kim tiền / Kim phát tài,"Kích thước chậu: 30×30 cm
Chiều cao tổng: 50-70 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0363,Monstera Deliciosa,Trầu bà lá xẻ,Cao 80 – 100 cm,Dễ chăm sóc,Nắng tán xạ.,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0364,Calathea Lancifolia,Cây đuôi phụng,"• Kích thước lá: 10 – 20cm
• Chiều cao: 25 – 40cm",Dễ chăm sóc,Ánh sáng tán xạ / Chịu được râm mát,Ít nước 2 3 lần/tuần,,,,,,,
CCNPLT0365,Calathea Makoyana,Đuôi công khổng tước,"• Kích thước chậu: 14×14 cm (DxC)
• Chiều cao tổng: 20 – 30 cm",Dễ chăm sóc / Chịu hạn tốt,Nắng tán xạ / Chịu râm mát tốt,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0366,Pride of Sumatra,Bao thanh thiên,Cao 30 – 40 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0367,Philodendron Pink Princess,"• Công chúa hồng
• Pink Princess",Cao 40 – 50 cm,Trung bình,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp,"• Vừa phải
• Đất trồng thông thoáng",,,,,,,
CCNPLT0368,Ravenala,Chuối kiểng,Cao 120 – 150 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0369,Dracaena reflexa,Trúc bách hợp,Cao 80-100cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0370,Bucida Buceras Variegated,Bàng Đài Loan cẩm thạch,"• Kích thước chậu: 30×30 cm (DxC)
• Chiều cao tổng: 80 – 100 cm",Dễ chăm sóc,Nắng trực tiếp / Nắng tán xạ,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0371,Ravenala madagascariensis,Chuối rẻ quạt,Cao 120 – 150 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0372,Dracaena draco,Phát tài núi,Cao 150 – 160 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0373,Dracaena draco,Phát tài núi,Cao 150 – 160 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0374,Monstera adansonii,Cây Trầu Bà Lỗ,,Vừa phải,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",Cao 30 – 40 cm,,,,Tính axit,Có khả năng hấp thu chất độc hại,
CCNPLT0375,Sansevieria trifasciata,Lưỡi hổ ta,Chiều cao cây + chậu: 140cm,Dễ chăm sóc,"Nắng tán xạ, chịu được thiếu nắng","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0376,Licuala grandis,Cọ Nhật,"Chiều cao cây: 90cm
Chiều cao chậu + cây: 130cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0377,,Cây văn phòng - cây quà tặng,Cao 80-100 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0378,Thaumatophyllum bipinnatifidum,Cây trầu bà thanh xuân / Cây trầu bà tay Phật,"Kích thước chậu: 24×18 cm (DxC)
Chiều cao tổng 50 – 60cm",Dễ chăm sóc,Nắng tán xạ / Bóng râm,"Ít tưới nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0379,Caladium lindenii,Cây môn thái,Chiều 50 – 60cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0380,Philodendron Imperial Red,Đế vương đỏ,Cao 80 – 120 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0381,Dracaena draco L,Phát tài núi,"• Kích thước chậu: 25x25cm (DxC)
• Chiều cao tổng: 80 – 100 cm",Dễ chăm sóc,Nắng tán xạ / Chịu được nắng trực tiếp,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0382,Sansevieria trifasciata,Lưỡi hổ vàng,Chiều cao cây + chậu: 140 – 160 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được thiếu nắng","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0383,Peperomia Caperata,Hạnh tiên thảo đỏ,Cao 15 – 25 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0384,Ficus elastica,Đa búp đỏ,Chiều cao 60 – 80cm,Rất dễ chăm sóc,Ánh sáng tán xạ; Bóng râm,"Vừa phải, 2 – 3 lần/tuần",,,,,,,
CCNPLT0385,Cheilocostus speciosus,Môn chong chóng,Cao 30 – 40 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0386,Monstera Deliciosa,Trầu bà lá xẻ,Cao 80 – 100 cm,Dễ chăm sóc,Nắng tán xạ.,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0387,Philodendron Birkin,Trầu bà đế vương kim cương,"Kích thước chậu: 18×15 cm
Chiều cao 35 – 40 cm",Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0388,Monstera Deliciosa,Trầu bà lá xẻ,Cao 80 – 100 cm,Dễ chăm sóc,Nắng tán xạ.,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0389,Dracaena draco L,Phát tài núi,"• Kích thước chậu: 36×30 cm (DxC)
• Chiều cao: 150 – 160 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0390,Philodendron splendid,Philodendron splendid,"Chiều cao cây: 100cm
Kích thước lá: 43cm",Trung bình,Nắng tán xạ,"Vừa phải, 4 – 5 lần/tuần",,,,,,,
CCNPLT0391,Monstera Borsigiana,Trầu bà lá xẻ,Cao 80 – 100 cm,Dễ chăm sóc,Nắng tán xạ.,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0392,Chamaedorea elegans,Cau Hawaii,"• Kích thước chậu:30x30cm (DxC)
• Chiều cao tổng: 140 – 150 cm",Dễ chăm sóc,Nắng tán xạ / Râm mát,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0393,Dracaena draco L,Phát tài núi,"• Kích thước chậu: 32x52cm (DxC)
• Chiều cao tổng: 150 – 160 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0394,Aglaonema Lady Valentine,Cây vạn lộc,Cao 20-30 cm,Rất dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,,,,,,,
CCNPLT0395,Aglaonema Marantifolium,Ngân hậu; Minh Ty Rằn,Cao 30 – 40 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0396,Aglaonema Marantifolium,Ngân hậu; Minh Ty Rằn,Cao 30 – 40 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0397,,Cây phát tài / Vạn lộc / Ngọc ngân / Đô la / Trúc vàng,"• Kích thước chậu: 42×52 cm (DxC)
• Chiều cao tổng: 100 – 110 cm",Dễ chăm sóc,Nắng tán xạ / Nhiều sáng,Tưới nước 2 – 3 lần/tuần,,,Sứ trắng,Màu trắng,,,
CCNPLT0398,,Cây văn phòng,Cao 100-120 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0399,Dracaena marginata Tricolor,Cây huyết dụ kiếm,Chiều cao 120 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0400,Sansevieria zeylanica,Lưỡi hổ xanh,Chiều cao cây + chậu: 140 – 160 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được thiếu nắng","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0401,Philodendron Ring of Fire,Cây cung đàn xanh,Chiều cao cây + chậu: 14 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được thiếu nắng","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0402,Sansevieria trifasciata,Lưỡi hổ ta,Chiều cao cây + chậu: 140cm,Dễ chăm sóc,"Nắng tán xạ, chịu được thiếu nắng","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0403,Chrysalidocarpus lutescens Wendl,Cau vàng Nhật Bản,"Chiều cao cây: 80 – 100cm
Chiều cao chậu cây: 160 –180cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0404,Sansevieria trifasciata,Lưỡi hổ ta,Chiều cao cây + chậu: 160cm,Dễ chăm sóc,"Nắng tán xạ, chịu được thiếu nắng","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0405,Ficus lyrata,Cây bàng Singapore,"• Kích thước chậu: 42×60 cm (DxC)
• Chiều cao cây + chậu: 190 – 200cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0406,,Cây văn phòng - cây quà tặng,Cao 120-140 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0407,Alocasia Silver Dragon,Rồng bạc,Cao 15 – 20 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0408,Philodendron scandens,Trầu bà tim xanh,Chiều cao: 30 – 40cm,Dễ chăm sóc,Ánh sáng tán xạ,Ít tưới (1 – 2 lần/tuần),,,,,,,
CCNPLT0409,Alocasia Amazonica Polly,Môn quan âm,Cao 30 – 40 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0410,Philodendron imperial Golden,Trầu Bà Đế Vương Vàng,Chiều cao: 65cm – Tán: 25cm,Dễ chăm sóc,Ánh sáng tán xạ; Chịu được khuất sáng,Vừa phải (2 lần/tuần),,,,,,,
CCNPLT0411,Ficus lyrata,Cây bàng Singapore,"Kích thước chậu: 30×50 (DxC)
Chiều cao tổng: 120 – 140cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0412,Sansevieria zeylanica,Lưỡi hổ xanh,Chiều cao 50 – 60 cm,Rất dễ chăm sóc,"Nắng tán xạ, chịu được thiếu nắng",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0413,Radermachera Sinica,Cây hạnh phúc,Cao 80 – 120 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0414,Calathea Orbifolia,Đuôi công táo xanh,Cao 35 – 45 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0415,Epipremnum ‘Njoy’,Cây trầu bà cẩm thạch,"• Kích thước chậu: 11×11 cm (DxC)
• Chiều dài 20 – 30 cm",Rất dễ chăm sóc,Nắng tán xạ,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0416,Rhaphidophora tetrasperma,Trầu bà lá xẻ mini form Thái,Cao 60 – 70 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0417,Scindapsus pictus Exotica,Trầu bà lụa,Cao 10 – 20 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0418,Dracaena Surculosa,Trúc Nhật vàng,"Kích thước chậu: 14x14cm (DxC)
• Chiều cao 25 – 35 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0419,Dracaena sanderiana,Cây phát lộc,Cao 20 – 30 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được thiếu nắng","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0420,Monstera Deliciosa,Trầu bà lá xẻ,Cao 80 – 100 cm,Dễ chăm sóc,Nắng tán xạ.,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0421,Calathea Roseopicta Green Goddess,Đuôi công nữ thần xanh,Cao 35 – 45 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0422,Calathea Makoyana,Đuôi công lá đốm,Cao 35 – 45 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0423,Dieffenbachia Sp,Danh dự,Cao 60cm – 80 cm,Dễ chăm sóc,Ánh sáng tán xạ; Chịu được khuất sáng,Vừa phải (2 lần/tuần),,,,,,,
CCNPLT0424,Philodendron Imperial Red,Đế vương đỏ,Cao 80 – 120 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0425,Philodendron Squamiferum,Trầu bà cánh én,Cao 20 – 30 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0426,Chamaedorea elegans,Cau tiểu trâm,Chiều cao: 10 cm,Dễ chăm sóc,Ánh sáng tán xạ,Ít tưới (1 – 2 lần/tuần),,,,,,,
CCNPLT0427,Aglaonema Marantifolium,Ngân hậu; Minh Ty Rằn,Cao 30 – 40 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0428,Cordyline fruticosa,Cây ánh dương,"• Kích thước chậu: 20x20cm (DxC)
• Chiều cao tổng 40 – 50 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0429,Philodendron Burle Marx,Trầu bà tỷ phú,Cao 30 – 40 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0430,Rhaphidophora tetrasperma,Trầu bà lá xẻ mini form Thái,Cao 60 – 70 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0431,Sansevieria trifasciata Laurentii,Lưỡi hổ ta,Cao 50 – 60 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được thiếu nắng","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0432,Philodendron Mayoi,Mayoi,Cao 30 – 40 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0433,Alocasia Amazonica Polly,Môn quan âm,Cao 30 – 40 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0434,Cedrus,Cây tuyết tùng,"• Kích thước chậu:
• Chiều cao tổng: 15 – 20cm gồm chậu",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0435,Alocasia Macrorrhizos,Ráy voi,Cao 120 – 140 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0436,Platycerium grande,Cây Ổ Rồng,Lá dài 10 – 15cm,Dễ chăm sóc,"Nắng tán xạ, ánh nắng gián tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0437,Ficus lyrata,Cây bàng Singapore,"Kích thước chậu: 20×20 cm
Chiều cao tổng: 40 – 50 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0438,Monstera adansonii,Cây Trầu Bà Lỗ,,Vừa phải,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",Cao 30 – 40 cm,,,,Tính axit,Có khả năng hấp thu chất độc hại,
CCNPLT0439,Zamioculcas Zamiifolia,Cây kim tiền,"Kích thước chậu: 31×25 cm
Chiều cao tổng: 80 ~ 90 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0440,Philodendron Imperial Green,Cây Trầu Bà Đế Vương Xanh,,Vừa phải,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",Cao 20 – 40 cm,,,,Tính axit,Có khả năng hấp thu chất độc hại,
CCNPLT0441,Ficus elastica,Đa búp đỏ,Chiều cao 40 – 50cm,Rất dễ chăm sóc,Ánh sáng tán xạ; Bóng râm,"Vừa phải, 2 – 3 lần/tuần",,,,,,,
