PLANTID,CODE,URL,TIÊU ĐỀ,TÊN KHOA HỌC,TÊN GỌI,GIÁ,MÔ TẢ,QUY CÁCH SẢN PHẨM,ĐỘ KHÓ,YÊU CẦU ÁNH SÁNG,NHU CẦU NƯỚC,KÍCH THƯỚC CÂY,LOẠI HẠT,CHẤT LIỆU CHẬU,MÀU SẮC,ĐỘ PH CỦA ĐẤT,LỌC KHÔNG KHÍ,TƯỚI NƯỚC
CCNPLT0607,,https://mowgarden.com/cay-van-loc-thuy-sinh/,Cây Vạn Lộc Thủy Sinh Aglaonema Lady Valentine,Aglaonema Lady Valentine,Cây vạn lộc,220000,"Cây vạn lộc (Aglaonema Lady Valentine) là dòng cây cảnh nội thất dễ chăm sóc, có thể sống được trong điều kiện ánh sáng thấp. Với một hình dạng lá độc đáo, bên trên là những họa tiết đẹp mắt giống như tranh vẽ giúp tạo thêm điểm nhấn cho không gian nội thất. Kích thước nhỏ gọn của cây vạn lộc thủy sinh rất thích hợp để đặt trang trí trên bàn hoặc trên tủ kệ.",Cao 40 – 50 cm,Rất dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,,,,,,,
CCNPLT0608,ZAMI006,https://mowgarden.com/cay-kim-tien-thuy-sinh/,Cây kim tiền thủy sinh để bàn chậu thủy tinh ZAMI006,Zamioculcas zamiifolia,Cây Kim Tiền,180000,"Kim Tiền được biết tới là một loại cây phong thủy có tác dụng chiêu tài rất tốt khi được trồng trong nhà. Đặt một chậu cây kim tiền thủy sinh nhỏ trên bàn làm việc sẽ giúp bạn thêm tài lộc, vận may, sức khỏe và giàu sang. Nếu trồng cây kim tiền nở hoa thì gia chủ lại càng đắc lộc.",,Dễ chăm sóc,Nắng tán xạ,Thay nước 1 tháng/lần,Chiều cao 30 – 40 cm,,,,,,
CCNPLT0609,PEAC003,https://mowgarden.com/cay-lan-y-thuy-sinh/,Cây lan ý thủy sinh để bàn chậu nhựa PEAC003,Spathiphyllum wallisii,Cây Lan Ý,185000,"Cây lan ý thuộc giống cây rất dễ sống, thường được trồng để trang trí trong nhà cần ít ánh sáng, thanh lọc không khí. Nó cũng loại bỏ nhiều chất độc từ không khí trong nhà bao gồm cả formaldehyde và amoniac. Ngoài ra Cây Lan Ý mang ý nghĩa đem lại may mắn, thành công và thịnh vượng, hợp với người mệnh Kim và Thủy",,Rất dễ chăm sóc,Nắng tán xạ,Thay nước định kỳ 1 – 2 tháng/lần,Chiều cao 40 – 50 cm,,,,,,
CCNPLT0610,,https://mowgarden.com/cay-ngoc-ngan-thuy-sinh/,Cây Ngọc Ngân Thủy Sinh Aglaonema Snow White AGLA003,Aglaonema Snow White,Cây ngọc ngân,240000,"Cây ngọc ngân là là cây trong nhà được đánh giá cao về phong thuỷ, người ta quan niệm rằng cây Ngọc ngân mang đến tài lộc, may mắn khi đặt trên bàn làm việc hay trang trí trong văn phòng. Về mặt tinh thần cây Ngọc ngân rất thích hợp làm quà tặng tình yêu.",Chiều cao 40 – 50 cm,Rất dễ chăm sóc,Nắng tán xạ,Thay nước 2 – 3 lần/tháng,,,,,,,
CCNPLT0611,SCHE003,https://mowgarden.com/cay-ngu-gia-bi-thuy-sinh/,Cây ngũ gia bì thủy sinh để bàn SCHE003,Schefflera heptaphylla,Cây ngũ gia bì,220000,"Cây ngũ gia bì phù hợp để trồng trong nhà trang trí phòng khách, phòng ngủ, văn phòng. Đảm bảo cây nhận được đủ ánh sáng như gần cửa hay dưới ánh đèn giúp cây có thể quang hợp.",,Dễ chăm sóc,Nắng tán xạ,Thay nước 2 – 3 lần/tháng,Chiều cao 40 – 50 cm,,,,,,
CCNPLT0612,AGAU004,https://mowgarden.com/cay-phu-quy-thuy-sinh/,Cây Phú Quý Thủy Sinh Để Bàn Aglaonema ‘Aurora’ chậu thủy tinh AGAU004,Aglaonema Siam Aurora,Cây phú quý viền đỏ,160000,"Cây phú quý là dòng cây cảnh nội thất dễ chăm sóc, có thể sống được trong điều kiện ánh sáng thấp. Với một bộ lá độc đáo, trên đó là những họa tiết đẹp như tranh vẽ và bề mặt lá bóng bắt sáng giúp tạo thêm điểm nhấn cho không gian nội thất. Kích thước nhỏ gọn của cây phú quý thủy sinh rất thích hợp để đặt trang trí trên bàn hoặc trên tủ kệ.",,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,Chiều cao 40 – 50 cm,,,,,,
CCNPLT0613,,https://mowgarden.com/cay-sao-sang-thuy-sinh/,Cây Sao Sáng Thủy Sinh Dieffenbachia Camilla,Dieffenbachia Camilla,Cây sao sáng,160000,"Cây sao sáng (Dieffenbachia Camilla) là dòng cây cảnh nội thất dễ chăm sóc, có thể sống được trong điều kiện ánh sáng thấp. Với một bộ lá độc đáo, trên đó là những họa tiết đẹp như tranh vẽ giúp tạo thêm điểm nhấn cho không gian nội thất. Kích thước nhỏ gọn của cây sao sáng thủy sinh rất thích hợp để đặt trang trí trên bàn hoặc trên tủ kệ.",,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,Cao 40 – 50 cm,,,,,,
CCNPLT0614,EPAU004,https://mowgarden.com/cay-trau-ba-thuy-sinh/,Cây Trầu Bà Thủy Sinh Epipremnum aureum chậu thủy tinh EPAU004,Epipremnum aureum,Cây Trầu Bà Xanh,140000,"Cây Trầu Bà là một cái tên khá quen thuộc với đa số người Việt Nam, đến bất cứ đâu chúng ta cũng có thể bắt gặp hình bóng của loài cây này vì nó là một loại cây cảnh trong nhà cực kỳ khỏe mạnh, với bộ lá xanh quanh năm và tuổi thọ khá cao.",,Rất dễ chăm sóc,Nắng tán xạ,Thay nước 1 tháng/lần,Chiều cao tổng 30 – 35 cm,,,,,,
CCNPLT0615,,https://mowgarden.com/cay-luoi-ho-thuy-sinh/,Cây Lưỡi Hổ Thủy Sinh Sansevieria trifasciata,Sansevieria trifasciata Futura Superba,Cây lưỡi hổ,160000,"Cây lưỡi hổ có thể được gọi là loài cây “quốc dân”, hầu như ở mỗi gia đình tại Việt Nam chúng ta đều dễ dàng bắt gặp loài cây này. Với đặc tính dễ chăm sóc, sức sống khỏe, ít khi bị bệnh, giá thành bình dân. Một điều rất thú vị khi trồng dưới dạng thủy sinh là chúng ta có thể quan sát trọn vẹn quá trình bén rễ của cây.",Cao 30 – 50 cm,Rất dễ chăm sóc,Nắng tán xạ / Nơi râm mát,Thay nước 2 – 3 lần/tháng,,,,,,,
CCNPLT0616,RADE004,https://mowgarden.com/cay-hanh-phuc-than-co-thu-de-ban-rade004/,Cây hạnh phúc thân cổ thụ để bàn RADE004,Radermachera Sinica,Cây hạnh phúc,360000,Cây dễ sinh trưởng phát triển mọi diều kiện thời tiết khác nhau nên rất dễ trồng và chăm sóc. Cây sống tốt trong điều kiện có điều hoà và môi trường thiếu sáng nên chúng ta có thể dễ dàng lựa chọn cây trang trí để bàn cho không gian làm việc trở nên xanh mát và ấm áp.,Cao 40 – 50 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0617,FICU059,https://mowgarden.com/cay-da-tam-phuc-mot-than-chau-uom-ficu059/,Cây đa tam phúc một thân chậu ươm FICU059,,Cây hạnh phúc,380000,Ficus Triangularis Variegata còn gọi là Si Thái cẩm thạch hay Đa tam phúc.,,,,,,,,,,,
CCNPLT0618,,https://mowgarden.com/callisia-repens-pink-lady/,Callisia Repens “Pink Lady” ,Callisia Repens “Pink Lady”,Callisia Repens,165000,"Callisia Repens “Pink Lady” thuộc họ thài lài, là cây thường xanh sống lâu năm, cây mọng nước, thân cao chỉ khoảng 10cm, với những cuống lá đầy những chiếc lá nhỏ.",,,,,,,,,,,
CCNPLT0619,CKNL005,https://mowgarden.com/cay-kim-ngan-luong-chau-su-trang-tri-tet-cknl005/,Cây kim ngân lượng chậu sứ trang trí tết CKNL005,Ardisia crenata,Kim ngân lượng,550000,"Cây kim ngân lượng mang vẻ đẹp lộng lẫy với chùm quả đỏ tươi xum xuê, mang hàm ý về tiền tài và phú quý. Trưng cây kim ngân lượng vào những dịp đầu năm là một cách để chiêu tài, may mắn trong dịp Tết. Những người làm ăn kinh doanh khi trồng kim ngân lượng sẽ giúp công việc buôn bán suôn sẻ và thuận lợi.","Kích thước chậu: 22×22 cm
Chiều cao tổng: 90 – 100 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0620,,https://mowgarden.com/cay-trau-ba-leo-cot-epipremnum-aureum/,Cây Trầu Bà Leo Cột Epipremnum Aureum,Epipremnum Aureum,Cây Trầu Bà,650000,"Cây trầu bà leo cột còn có tên gọi khác là Cây Trầu Bà Xanh, cây Hoàng kim, Với kích thước khá lớn, đây chắc hẳn là một trong những công cụ đắc lực để tạo thêm mảng xanh cho không gian của bạn. Với sức sống mãnh liệt, dễ sinh tồn, trong phong thủy nó có ý nghĩa mang đến bình an, sung túc, may mắn, thể hiện sự mạnh mẽ và ý chí vươn lên của gia chủ.",,Dễ chăm sóc,"Nắng tán xạ, bóng râm","Ít nước, 2 – 3 lần/tuần",Cao 150 – 160 cm,,,,,Có khả năng hấp thu chất độc hại,
CCNPLT0621,,https://mowgarden.com/trau-ba-lua-scindapsus-pictus-exotica/,Trầu Bà Lụa – Scindapsus Pictus ‘Exotica’,Satin Pothos,Hoàng Tâm Diệp,180000,"Scindapsus Pictus ‘Exotica’ là một loài thực vật có nguồn gốc từ các vùng ấm và ẩm ướt, dễ dàng được lòng những người thích cây treo, cây leo hoặc các giống cây quý hiếm vì nó có hoa văn và màu sắc đẹp. Đặt Trầu bà lụa của bạn xa vật nuôi và trẻ em vì chúng rất độc nếu ăn phải.",,Vừa phải,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",Cao 40 – 50 cm,,,,Tính axit,Có khả năng hấp thu chất độc hại,
CCNPLT0622,SANS400,https://mowgarden.com/luoi-ho-bac-sansevieria-moonshine-sans400/,Lưỡi Hổ Bạc Sansevieria ‘Moonshine’ SANS400,Sansevieria trifasciata Moonshine,Cây Trầu Bà Lụa,125000,"Khác với với những dòng cây lưỡi hổ mà ta thường thấy, loại lưỡi hổ Moonshine thì không có nhiều vằn ấn tượng như vậy, bù lại nó sở hữu một màu bạc xanh tươi sáng, thanh lịch và nhẹ nhàng. Nếu bạn là một người yêu thích tính đơn giản mà tinh tế thì cây lưỡi hộ bạc (hay lưỡi hổ bạch kim) là một sự lựa chọn rất tuyệt vời.",Chiều cao: 40cm – Tán: 15cm,Rất dễ chăm sóc,"• Ánh nắng trực tiếp
• Ánh sáng tán xạ
• Dưới bóng râm","• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng",,,,,,,
CCNPLT0623,,https://mowgarden.com/cay-luoi-ho-sansevieria-metallica-siam-silver/,Cây Lưỡi Hổ Sansevieria Metallica Siam Silver,,"• Lưỡi hổ bạc
• Lưỡi hổ bạch kim",450000,,,,,,,,,,,,
CCNPLT0624,,https://mowgarden.com/tung-van-nien-mini-podocarpus-brevifolius/,Tùng Vạn Niên Mini Podocarpus Brevifolius,,Tùng Vạn Niên,145000,,,,,,,,,,,,
CCNPLT0625,,https://mowgarden.com/cay-la-bac-pilea-cadierei/,Cây Lá Bạc Pilea Cadierei,,Cây Lá Bạc ,160000,,,,,,,,,,,,
CCNPLT0626,,https://mowgarden.com/cay-kiem-bac-philodendron-hastatum/,Cây Kiếm Bạc Philodendron Hastatum,Philodendron Hastatum,Kiếm bạc,180000,"Philodendron Hastatum mang một nét đặc trưng khó nhầm lẫn, lá mang hình dáng của thanh gươm màu xanh lơ pha bạc, là một loài cây khá dễ chịu với tốc độ phát triển khá ổn định.",Cao 22 cm – Tán: 22 cm,Dễ chăm sóc,"• Ánh nắng gián tiếp
• Ánh sáng tán xạ","• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng",,,,,,,
CCNPLT0627,,https://mowgarden.com/cay-philodendron-gloriosum/,Cây Philodendron Gloriosum,Philodendron Gloriosum,Gloriosum,975000,"Philodendron Gloriosum khác biệt với đa phần các cây trong họ Philodendron vì khả năng bò ngang thay vì leo lên trên, có thể sống trong môi trường ánh sáng tán xạ như gần cửa sổ hoặc balcony.","• Size nhỏ: Lá 5 cm  – 8 cm
• Size trung: Lá 9 cm – 12 cm
• Size lớn: Lá 13 cm – 17 cm",Trung bình,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp,"• Vừa phải
• Đất trồng thông thoáng",,,,,,,
CCNPLT0628,,https://mowgarden.com/philodendron-brandtianum/,Philodendron Brandtianum,,Philodendron Brandtianum,400000,,,,,,,,,,,,
CCNPLT0629,,https://mowgarden.com/philodendron-bob-cee/,Philodendron Bob Cee,,Philodendron Bob Cee,550000,,,,,,,,,,,,
CCNPLT0630,TBDV502,https://mowgarden.com/cay-trau-ba-de-vuong-kim-cuong-philodendron-birkin-chau-uom-tbdv502/,Cây trầu bà đế vương kim cương lớn chậu ươm TBDV502,Philodendron Birkin,Trầu bà kim cương,320000,Cây Đế Vương Kim Cương đang trở thành loại cây nội thất phổ biến bởi vẻ đẹp lạ mắt mà nó mang lại. Trồng loại cây này trong nhà sẽ giúp mang chút điểm nhấn với viền sọc trắng xanh trên những chiếc lá cứng cáp. Đây cũng là loại cây phong thủy rất thích hợp để trên bàn làm việc.,Chiều cao 35 – 40 cm,Dễ chăm sóc,Nắng tán xạ / Nơi râm mát,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0631,,https://mowgarden.com/la-hot-xoan-peperomia-puteolata/,Lá Hột Xoàn Peperomia Puteolata,,Lá Hột Xoàn,155000,,,,,,,,,,,,
CCNPLT0632,,https://mowgarden.com/cay-buom-dem-oxalis-triangularis/,Cây Bướm Đêm Oxalis Triangularis,,Cây Bướm Đêm,145000,,,,,,,,,,,,
CCNPLT0633,,https://mowgarden.com/trau-ba-la-xe-monstera-deliciosa-cay-con/,Trầu bà lá xẻ Monstera Deliciosa cây con,Monstera Deliciosa,"• Trầu bà lá xẻ
• Trầu bà Nam Mỹ
• Trầu bà Monstera
• Monstera Deliciosa",150000,"Cây trầu bà lá xẻ (hay Monstera Deliciosa) là một loài cây kiểng lá “quốc dân”, được ưu chuộng khắp nơi trên thế giới. Nhờ sở hữu một bộ lá ấn tượng, trang nhã và sang trong mà chúng luôn trở thành tâm điểm điểm của những hình ảnh đại diện cho các nhãn hàng, thương hiệu cho tới cá nhân trên các trang mạng xã hội.","• Kích thước lá: 15 – 30cm
• Chiều cao: 50 – 60cm",Dễ chăm sóc,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp,"• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng",,,,,,,
CCNPLT0634,MOAD001,https://mowgarden.com/cay-trau-ba-lo-monstera-adansonii-chau-uom-moad001/,Cây trầu bà lỗ Monstera adansonii chậu ươm MOAD001,Monstera adansonii,Cây trầu bà lỗ,80000,"Trầu bà lỗ có tên khoa học là, Monstera adansonii, hay còn được gọi là Swiss Cheese Vine, với bộ lá xanh mát hình chóp và dễ sống trong nhà nên loại cây này rất được ưu chuộng. Mỗi chiếc lá có đầy những lỗ hình bầu dục tự nhiên trông rất lạ mắt giúp nó khó nhầm lẫn với các loại cây khác.",,Vừa phải,Nắng tán xạ / Bóng râm,"Tưới nước, 4 – 5 lần/tuần",Chiều cao 30 – 40 cm,,,,,,
CCNPLT0635,MARA100,https://mowgarden.com/cay-cau-nguyen-maranta-massangeana-mara100/,Cây cầu nguyện Maranta leuconeura ‘massangeana’ MARA100,Maranta leuconeura ‘massangeana’,Cây cầu nguyên,160000,"Maranta leuconeura ‘massangeana’ là một loại cây nội thất có tác dụng trang trí tuyệt vời cho không gian nội thất. Loại này khá dễ chăm sóc, có thể sống tại nơi ánh sáng yếu, ưu khí hậu mát mẻ, và chịu được hạn.",Đường kính tán: 25cm,Dễ chăm sóc,Ánh sáng tán xạ / Chịu được râm mát,Tưới nước 4 – 5 lần/tuần,,,,,,,
CCNPLT0636,,https://mowgarden.com/maranta-leuconeura-kerchoviana%e2%80%ac-variegata/,Maranta Leuconeura Kerchoviana‬ Variegata,,Maranta Leuconeura Kerchoviana‬ Variegata,1250000,,,,,,,,,,,,
CCNPLT0637,MARA001,https://mowgarden.com/duoi-cong-dom-xanh-maranta-leuconeura-mara001/,Cây đuôi công đốm xanh Maranta Leuconeura‬ MARA001,Maranta leuconeura kerchoveana,Đuôi công đốm xanh,120000,"Cây đuôi công có tên khoa học là Maranta leuconeura kerchoveana là một loại cây nội thất có tác dụng trang trí tuyệt vời cho không gian nội thất. Không giống như mọi loại đuôi công, giống đuôi công này “dễ chịu” hơn nhiều, có thể sống tại nơi ánh sáng yếu, ưu khí hậu mát mẻ, và chịu được hạn.",Chiều cao: 20cm – Tán: 25cm,Dễ chăm sóc,Ánh sáng tán xạ; Chịu được râm mát,Tưới nước 4 – 5 lần/tuần,,,,,,,
CCNPLT0638,,https://mowgarden.com/cay-duoi-cong-maranta-leuconeura/,Cây Đuôi Công Maranta Leuconeura,,Cây Đuôi Công,390000,,,,,,,,,,,,
CCNPLT0639,MARA200,https://mowgarden.com/duoi-cong-maranta-lemon-lime/,Cây cầu nguyện Maranta Lemon Lime MARA200,Maranta Lemon Lime,Cây cầu nguyên,220000,"Maranta lemon Lime là một loại cây nội thất có tác dụng trang trí tuyệt vời cho không gian nội thất. Loại này khá dễ chăm sóc, có thể sống tại nơi ánh sáng yếu, ưu khí hậu mát mẻ, và chịu được hạn.",Đường kính tán: 25cm,Dễ chăm sóc,Ánh sáng tán xạ / Chịu được râm mát,Tưới nước 4 – 5 lần/tuần,,,,,,,
CCNPLT0640,,https://mowgarden.com/maranta-arundinacea-variegata/,Maranta Arundinacea Variegata,,Maranta Arundinacea Variegata,380000,,,,,,,,,,,,
CCNPLT0641,,https://mowgarden.com/duong-xi-toc-than-la-nhuyen-maidenhair-fern/,Dương Xỉ Tóc Thần Lá Nhuyễn Maidenhair Fern,,Dương Xỉ Tóc Thần Lá Nhuyễn,260000,,,,,,,,,,,,
CCNPLT0642,,https://mowgarden.com/kaempferia-pulchra/,Kaempferia Pulchra,,Kaempferia Pulchra,260000,,,,,,,,,,,,
CCNPLT0643,BDCT001,https://mowgarden.com/da-bup-do-cam-thach-chau-uom-bdct001/,Cây đa búp đỏ cẩm thạch chậu ươm BDCT001,Ficus Elastica Tineke,Đa búp đỏ cẩm thạch,60000,"Từ lâu cây Đa luôn là biểu tượng của sự trường tồn, sức sống dẻo dai, nơi chứa đựng thần quyền và tâm linh của con người. Chính lẽ đó mà trong phong thủy, Đa Búp Đỏ cũng mang ý nghĩa của sự may mắn, an lành.",Chiều cao 10 – 15cm,Rất dễ chăm sóc,Ánh sáng tán xạ,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0644,CDBD006,https://mowgarden.com/da-bup-do-cam-thach-ficus-elastica-ruby/,Cây đa búp đỏ 3 thân chậu ươm CDBD006,Ficus elastica,Đa búp đỏ,160000,"Từ lâu cây Đa luôn là biểu tượng của sự trường tồn, sức sống dẻo dai, nơi chứa đựng thần quyền và tâm linh của con người. Chính lẽ đó mà trong phong thủy, Đa Búp Đỏ cũng mang ý nghĩa của sự may mắn, an lành.",Chiều cao 20 – 25 cm,Rất dễ chăm sóc,Ánh sáng tán xạ; Bóng râm,"Vừa phải, 2 – 3 lần/tuần",,,,,,,
CCNPLT0645,,https://mowgarden.com/ficus-altissima-variegata/,Cây Đa Búp Vàng Ficus Altissima Variegata,Calathea Makoyana,"• Cây đuôi công đốm
• Cây đuôi công",170000,"Cây Đuôi Công Đốm (Calathea Makoyana) có một bộ lá màu xanh, họa tiết màu xanh bên trong lá. Loài cây đuôi công này được trồng rất phổ biến trong nội thất với mục đích trang trí, tạo thêm mảnh xanh và thanh lọc không khí.","• Cỡ nhỏ: Cao 22 cm – Tán: 22 cm
• Cỡ trung: Cao 32 cm – Tán: 28 cm
• Cỡ lớn: Cao 45 – Tán: 40cm",Rất dễ chăm sóc,"• Ánh nắng gián tiếp
• Ánh sáng tán xạ","• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng",,,,,,,
CCNPLT0646,,https://mowgarden.com/cay-khuynh-diep-anh-bac-eucalyptus-true-blue/,Cây Khuynh Diệp Ánh Bạc Eucalyptus True Blue,,Cây Khuynh Diệp Ánh Bạc,300000,,,,,,,,,,,,
CCNPLT0647,,https://mowgarden.com/cay-chuoi-tim-ceropegia-woodii/,Cây Chuỗi Tim Ceropegia Woodii,,Cây Chuỗi Tim ,190000,,,,,,,,,,,,
CCNPLT0648,,https://mowgarden.com/cay-duong-xi-to-chim-crispy-wave-fern-aspl101/,Cây dương xỉ tổ chim Crispy Wave Fern ASPL101,Crispy Wave Fern,Cây dương xỉ tổ chim,360000,"Dương xỉ tổ chim có tán lá dài, uốn lượn sóng phần viền lá và xanh mướt. Loài này có bộ lá khá dày và cứng cáp, rất dễ chăm sóc, thích ánh sáng tán xạ và ẩm môi trường trung bình.",Chiều cao 30 ~ 40 cm,Rất dễ chăm sóc,Nắng tán xạ / Bóng râm,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0649,CALA640,https://mowgarden.com/cay-duoi-cong-calathea-warscewiczii-cath640-2/,Cây đuôi công Calathea Warscewiczii CATH640,Calathea Warscewiczii,Cây đuôi công,120000,"Calathea Warscewiczii là loài thực vật thân thảo, có lá hình thuôn tròn, màu xanh đậm, họa tiết viền xanh nhạt. Loài này rất dễ sống, thường được trồng để trang trí trong nhà, thanh lọc không khí và mang ý nghĩa đem lại may mắn, thành công và thịnh vượng.",,Trung bình,Nắng tán xạ / Chịu râm mát,Tưới nước 5 – 6 lần/tuần,Chiều cao 40 – 50 cm,,,,,,
CCNPLT0650,,https://mowgarden.com/cay-duoi-cong-calathea-thai-beauty/,Cây Đuôi Công Calathea Thai Beauty,Calathea Thai Beauty,Cây Đuôi Công Calathea,680000,"Calathea Thai Beauty là loài thực vật thân thảo, có lá hình thuôn tròn, màu xanh đậm, họa tiết viền xanh nhạt. Loài này rất dễ sống, thường được trồng để trang trí trong nhà, thanh lọc không khí và mang ý nghĩa đem lại may mắn, thành công và thịnh vượng.",,Vừa phải,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",Cao 30 cm,,,,Tính axit,Có khả năng hấp thu chất độc hại,
CCNPLT0651,CATH143,https://mowgarden.com/cay-duoi-cong-tim-calathea-roseopicta-dottie-chau-su-cath143/,Cây đuôi công tím Calathea roseopicta chậu sứ CATH143,Calathea roseopicta Dottie,Cây đuôi công tím,240000,"Calathea Roseopicta Dottie là loài thực vật thân thảo, có lá hình thuôn tròn, màu hồng. Hay được gọi với tên là Cây Đuôi Công Tím. Loài này rất dễ sống, thường được trồng để trang trí trong nhà, thanh lọc không khí và mang ý nghĩa đem lại may mắn, thành công và thịnh vượng.",,Trung bình,"Nắng tán xạ, chịu râm mát",4 – 5 lần/tuần,Chiều cao 10 – 20 cm,,,,,,
CCNPLT0652,CATH240,https://mowgarden.com/cay-duoi-cong-calathea-roseopicta-cora-cath240/,Cây đuôi công Calathea roseopicta Cora CATH240,Calathea roseopicta Cora,Cây Đuôi Công,140000,"Calathea Roseopicta Cora là loài thực vật thân thảo, có lá hình thuôn tròn, màu xanh đậm, có họa tiết. Loài này rất dễ sống, thường được trồng để trang trí trong nhà, thanh lọc không khí và mang ý nghĩa đem lại may mắn, thành công và thịnh vượng.",,Trung bình,Nắng tán xạ / Chịu râm mát,Tưới nước 4 – 5 lần/tuần,Chiều cao 20 – 30 cm,,,,,,
CCNPLT0653,CALA020,https://mowgarden.com/cay-duoi-cong-calathea-roseopicta-marion-cala020/,Cây đuôi công Calathea roseopicta Marion CALA020,Calathea Roseopicta ‘Marion’,Cây đuôi công,140000,"Calathea Roseopicta Marion là loài thực vật thân thảo, có lá hình thuôn tròn, màu xanh đậm, họa tiết viền xanh nhạt. Loài này rất dễ sống, thường được trồng để trang trí trong nhà, thanh lọc không khí và mang ý nghĩa đem lại may mắn, thành công và thịnh vượng.",,Vừa phải,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",Chiều cao 40 -–50 cm,,,,Tính axit,Có khả năng hấp thu chất độc hại,
CCNPLT0654,CATH722,https://mowgarden.com/cay-duoi-cong-calathea-musaica-chau-dat-nung-cath722/,Cây đuôi công ‘Network’ để bàn chậu đất nung CATH722,Calathea Musaica,Cây đuôi công ‘Network’,160000,Với những vân lá tạo nên hoạ tiết ô lưới ngẫu nhiên độc đáo như một bức tranh mosaic kì công. Calathea Network tạo nên sự khác biệt không thể tìm thấy với bất kỳ loại cây nào.,,Vừa phải,Nắng tán xạ / Nơi râm mát,Tưới nước 2 – 3 lần/tuần,Chiều cao 20 – 25 cm,,,,,,
CCNPLT0655,,https://mowgarden.com/cay-duoi-cong-calathea-makoyana/,Cây Đuôi Công Đốm Calathea Makoyana,Calathea Makoyana,"• Cây đuôi công đốm
• Cây đuôi công",110000,"Cây Đuôi Công Đốm (Calathea Makoyana) có một bộ lá màu xanh, họa tiết màu xanh bên trong lá. Loài cây đuôi công này được trồng rất phổ biến trong nội thất với mục đích trang trí, tạo thêm mảnh xanh và thanh lọc không khí.","• Cỡ nhỏ: Cao 22 cm – Tán: 22 cm
• Cỡ trung: Cao 32 cm – Tán: 28 cm
• Cỡ lớn: Cao 45 – Tán: 40cm",Rất dễ chăm sóc,"• Ánh nắng gián tiếp
• Ánh sáng tán xạ","• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng",,,,,,,
CCNPLT0656,CATH100,https://mowgarden.com/cay-duoi-phung-calathea-lancifolia-cath100/,Cây đuôi phụng Calathea Lancifolia CATH100,Calathea Lancifolia,Cây đuôi phụng,140000,"Calathea Lancifolia là loại cây trong nhà được ưu chuộng với bộ lá thuôn dài, bàu tròn mềm mại, bên trên là những họa tiết ấn tượng và quyến rũ. Vẻ đẹp độc đáo của loài cây này khiến cho người ta phải gọi nó bằng cái tên là cây đuôi phụng, và luôn là một sự lựa chọn tuyệt hảo để trang trí cho không gian thêm phần sinh động.","• Kích thước lá: 10 – 20cm
• Chiều cao: 25 – 40cm",Dễ chăm sóc,Ánh sáng tán xạ / Chịu được râm mát,Ít nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0657,,https://mowgarden.com/cay-duoi-cong-calathea-fasciata-borrusica/,Cây Đuôi Công Calathea Fasciata Borrusica,Calathea Fasciata Borrusica,Cây Đuôi Công,450000,"Calathea Fasciata Borrusica là loài thực vật thân thảo, có lá hình thuôn tròn, màu xanh đậm, họa tiết viền xanh nhạt. Loài này rất dễ sống, thường được trồng để trang trí trong nhà, thanh lọc không khí và mang ý nghĩa đem lại may mắn, thành công và thịnh vượng.",,Vừa phải,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",Cao 40 – 50 cm,,,,Tính axit,Có khả năng hấp thu chất độc hại,
CCNPLT0658,,https://mowgarden.com/cay-duoi-cong-calathea-compact-star/,Cây Đuôi Công Calathea Compact Star,Calathea Compact Star,Cây Đuôi Công,220000,"Calathea Compact Star là loài thực vật thân thảo, có lá hình thuôn tròn, màu xanh đậm, họa tiết viền xanh nhạt. Loài này rất dễ sống, thường được trồng để trang trí trong nhà, thanh lọc không khí và mang ý nghĩa đem lại may mắn, thành công và thịnh vượng.",,Vừa phải,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",Cao 40 – 50 cm,,,,Tính axit,Có khả năng hấp thu chất độc hại,
